--------------------------------
address: 127.0.0.1:9919	mode: stream	payload: 4.1 kB	duration: 3m0s	connections: 512
Connection metrics:
[Conn 1] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 505] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 506] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 507] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 508] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 509] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 510] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 511] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 512] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
--------------------------------

total-sent/second:              1.9 GB
total-received/second:          1.9 GB
total-requests/second:          462575
total-responses/second:         460101
total-bytes-sent:               341.0 GB 
total-bytes-received:           339.2 GB 
total-requests-sent:            83263515 
total-responses-received:       82818281
--------------------------------
address: 127.0.0.1:9919	mode: stream	payload: 4.1 kB	duration: 3m0s	connections: 512
Connection metrics:
[Conn 1] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 2] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 3] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 4] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 5] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 6] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 7] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 8] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 9] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 10] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 11] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 12] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 13] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 14] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 15] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 16] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 17] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 18] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 19] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 20] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 21] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 22] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 23] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 24] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 25] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 26] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 27] sent: 681.2 MB, received: 678.1 MB, requests: 166320, responses: 165558 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 28] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 29] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 30] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 31] sent: 681.2 MB, received: 678.1 MB, requests: 166320, responses: 165558 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 32] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 33] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 34] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 35] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 36] sent: 681.2 MB, received: 678.1 MB, requests: 166320, responses: 165560 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 37] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 38] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 39] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 40] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 41] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 42] sent: 681.2 MB, received: 678.1 MB, requests: 166320, responses: 165558 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 43] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 44] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 45] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 46] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 47] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 48] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 49] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 50] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 51] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 52] sent: 681.2 MB, received: 678.1 MB, requests: 166320, responses: 165558 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 53] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 54] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 55] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 56] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 57] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 58] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 59] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 60] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 61] sent: 681.2 MB, received: 678.1 MB, requests: 166320, responses: 165558 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 62] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 63] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 64] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 65] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 66] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 67] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 68] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 69] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 70] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 71] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165582 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 72] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 73] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 74] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 75] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 76] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 77] sent: 681.3 MB, received: 678.3 MB, requests: 166322, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 78] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 79] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 80] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 81] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 82] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 83] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 84] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 85] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 86] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 87] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 88] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 89] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 90] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 91] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 92] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 93] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 94] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 95] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 96] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 97] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 98] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 99] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 100] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 101] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 102] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 103] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 104] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 105] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 106] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 107] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 108] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 109] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 110] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 111] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 112] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 113] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 114] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 115] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 116] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 117] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 118] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 119] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 120] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 121] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 122] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 123] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 124] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 125] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 126] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 127] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 128] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 129] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 130] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 131] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 132] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 133] sent: 681.3 MB, received: 678.3 MB, requests: 166323, responses: 165601 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 134] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 135] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 136] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 137] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 138] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 139] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 140] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 141] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 142] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 143] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 144] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 145] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 146] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 147] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 148] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 149] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 150] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 151] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 152] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 153] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 154] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165582 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 155] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 156] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 157] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 158] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
